,question1,question2,is_duplicate
383,어색해서 죽을뻔,너무 어색하더라,1
384,언제 과제 다 하냐,성장한다는 느낌이 없어,1
385,얼굴보고 정리하려했는데 안돼.,헤어진다는게 나한테도 오네,1
386,엄마 보고 싶은데 전화할까,나 오늘 유난히 엄마 보고 싶다.,0
387,엄마한테 차별받고 있는 느낌,엄마가 차별하는게 제일 싫어,0
388,에공 넘 춥다,너무 추워,0
389,에너지 넘치는 사람,나도 힘내야지,1
390,에어콘 잘 나오는 카페 가서 피서해야겠다.,너는 지금 무슨 생각할까,1
391,여기 아이들 천국이네,애들 놀기 좋게 잘 해놨네,0
392,여기서 욕해도 됨?,잘가,1
393,여드름 폭발,여드름 올라와,0
394,여름을 시원하게 보내는 방법,이번 여름 너무나 더워,1
395,여보세요.,누구냐 넌?,1
396,여자 마음 너무 복잡해,여자 마음 알다가도 모르겠어,0
397,여자 마음 알고 싶어,남자 마음 알다가도 모르겠어,1
398,여자친구가 너무 착한 것 같아,남자친구 맘이 착해,1
399,여자친구가 자꾸 애 취급해요,여지친구 만나러 가는 길,1
400,여자친구가 혼자 여행 간데,여친이 혼자 여행 가겠데,0
401,여자친구랑 술 마시러 가고 싶다,여자친구랑 술 마시고 싶다,0
402,여친에게 연락하고 싶은데 어떠하죠?,연락 안되면 내 마음만 타는 듯,1
403,여친이랑 어제 엄청 싸움,연락하지 말라고 했어,1
404,연락을 너무 안 해,너무 바빠서 잘 못 만나,1
405,연락하면 짝남이 받아줄까,짝남한테 고민상담 해달라고 해볼까?,1
406,연애 세포 다 죽은듯,연애 감정이 안 생겨,0
407,연인에서 다시 친구한다는 건 불가능한거같아,사랑했던 사람이 헤어지면서 친구하자는데 가능?,0
408,열받아 아오,거의 매일 술,1
409,열받아서 소주 한 잔 해야할 듯,한강에서 소주 마시는 중,1
410,영어 좀 잘했으면,중국어 배우고 싶어,1
411,영원한 비밀은 없다.,소중한 것이 무엇일까,1
412,영화 추천 좀 해줘,요즘 무슨 영화가 재밌나,0
413,옆집 데이트 폭력 같아,강아지 있나봐 옆집 소음 너무 심해,1
414,예쁘게 하고 클럽가서 놀아야지,화장하고 클럽 가서 놀라야지,0
415,예쁜데 너무 냉정하다,예쁜데 냉정한 여자,0
416,예전 추억 생각나,어릴 때 생각나,0
417,오 좀 멋있는데,너무 멋있다,0
418,오늘 날씨도 좋고 데이트각이야.,이런 봄날에는 데이트해야지.,0
419,오늘 밤 풍경 굿굿,오늘 저녁에 약속 잡았어.,1
420,오늘 백일 기념일이야,오늘 만난 지 백일됐어 시간 짱 빠르다. ,0
421,오늘 하늘 예쁘다.,하늘이 너무 예뻐,0
422,오늘 화장 안하고 집앞 나갔는데 그 사람 만났어,메이크업 안했는데 우연히 만났어,0
423,오늘 화장 좀 잘된다,부모님이 허락 안해주셔,1
424,오늘은 그냥 혼자 있는게 좋아,다 귀찮고 혼자 있고 싶다,0
425,오늘이 올 겨울 제일 춥데.,너무 추워. 집에 가고 싶다.,1
426,오래됐는데도 첫사랑 보고 싶어,고등학교 때 첫사랑 보고 싶어,0
427,오래된 노래들 다 내 이야기 같아,재회했는데 변한게 없어,1
428,온 가족이 즐겁게 무사히 재미나게 다녀왔어,가족 여행 잘 다녀 왔어,0
429,옷 많은데 입을 게 없어,뭐 입지,0
430,완전히 그녀를 사랑해,나의 열정 어디갔지?,1
431,왜 안되는걸까?,나 심리상담 받고 왔어,1
432,왜 이렇게 가슴이 먹먹하냐,오늘따라 우울하고 답답해,0
433,왜 이렇게 시간이 빨리 가지,좀 놀았더니 벌써 이시간,0
434,요즘 내 옆에 아무도 없어,혼자라서 편할 떄도 많아,0
435,요즘 대학가에 낭만이 사라진 것 같아,대학에도 낭만이 없어,0
436,우리 가족 모두 모두 건강하고 오래오래 행복하게 해주세요,오래 사귀었으면 좋겠다,1
437,우리 다시 만날 수 있을까?,우리 다시 만날 기회가 있을까,0
438,우리 아기 이뽀 이뽀,아기 귀여워,0
439,우리가 좋다는데 부모님이 반대하시니까 넘 힘들다,우리 두 사람만 좋으면 되는줄 알았는데 아니었나봐,0
440,우리나라도 지진날까봐 걱정돼,큰지진 날까 걱정되네,0
441,우연히 마주쳤는데 여전하더라,달리기 연습 중,1
442,우와 우와 대박이네,소확행으로 힐링,1
443,우왕 썸남이 데리러 온대.,썸남이 데리러 온다고 하는데 신난다,0
444,우정의 정의,술만 먹으면 전화를 안 받아,1
445,운동 오지게 했어. 헥헥,운동을 너무 열심히 했더니 뻣었어.,0
446,운명 탓하고 싶다.,청혼 받았어,1
447,운명이란게 있을까,운명적 사랑이 나타날까,1
448,워터파크에서 마지막 즐기러 갈 준비,여름에는 워터파크 한 번 가줘야 할 것 같아,0
449,위로 해줘,위로의 말 해주세요,1
450,위로가 필요해,너 위로 잘 하니,1
451,위로해 주고 나니까 내가 힘들다,위로가 필요해,1
452,유용할 듯한데,개강이야 올해도 기대되,1
453,육아 휴직 해야 하나,혼자 해야 돼,1
454,의욕이 안 생기는데 자꾸 하래,의욕이 하나도 없는데 하라고 하네,0
455,이 계절이 되면 첫사랑을 추억하게 돼,여름이면 첫사랑을 추억해,0
456,이 사람은 도대체 뭘까,나 뭐하고 있는건지,1
457,이 사람이랑 결혼해도 될까,시어머니가 오라고 하셔,1
458,이 상황이 싫다.,재회했다가 이별하고 ,1
459,이 순간 뭘하면 좋을까,마음이 진짜 너무 아프잖아.,1
460,이 행동이 용납이 안돼나.?,용납할 수 없는 행동,1
461,이건 뭐 혼자 썸타는 기분이야.,썸타는데 나만 그런거 같아,0
462,이건 뭘까?,왜 이런 말을 했는지 궁금해,1
463,이렇게  헤어진 경우도 있을까?,우리 같이 헤어진 경우도 있을까?,0
464,이렇게 끝나는 구나,오늘도 행복 시작!,1
465,이렇게 끝이났네,끝인거겠죠?,0
466,이뤄진 연애는 없는 듯.,가까이 가기에는 너무 멀리 있어,1
467,이름 뭐야?,뭐라고 불러?,0
468,이번 주말에 데이트 어디가지?,만나는 얘가 자꾸 보채,1
469,이별인지,몇일동안 고민하다가 찾아갔습니다.,1
470,이별하고 나니 마음이 찢어 집니다.,헤어지고 너무 예민해졌어,1
471,이사해야 되나,이사 힘들어.,1
472,이상하게 자꾸 나만 좋아하는 것 같은 느낌이 들게 해,혼자 좋아하는 이야기.,0
473,이제 어떡하나,나 어떡하나 이제,0
474,이제 일어나서 커피마셔,아침에 일어나서 느긋하게 커피 한 잔,0
475,이제 한달 됐네,오늘로 한달됐어,0
476,인테리어도 깔끔하게 하고 싶다.,부엌이 너무 낡았어,1
477,인형 선물 받았어,인형 선물 받았어,0
478,인형뽑기 해서 예쁜 고양이 인형 뽑아줬어,인형뽑기 해서 나한테 줬어,0
479,일 하면서 공부도 하면 힘들겠지.,일이랑 공부 동시에 하려니까 걱정 돼.,0
480,일때문에 스트레스 받아.,스트레스 받는다. 일 때문에.,0
481,일본 여행왔어,어딘가 떠나고 싶다.,1
482,일본어 배우는거 어렵네,한국어 발음이 어렵네,1
483,일요일에 어디 가고 싶어.,일요일에 교회만 가,0
484,일이 끝날 기미가 안 보여,아직도 안 끝났어,0
485,일이 너무 한꺼번에 생겨,일이 너무 많아,0
486,잊을 수 있을 줄 알았는데 못잊겠습니다.,지 맘대로 연락 왔는데 끝냈어,1
487,자격증 딸거야,자격증 따고 말테다,0
488,자꾸 걱정이 되는데 연락할까,취업 때문에 걱정돼,1
489,자꾸 궁금한데 집착일까,집착한다고 할까봐 문자 못하겠어,1
490,자꾸 끌려 어떻게 해,이상하게 끌리는데 말 걸어볼까,0
491,자꾸 좋아져. 어떻게 연락하지,사랑하는 사람이 있습니다.,1
492,자연이 넘 예뻐,폭우가 쏟아져서 비 맛았어,1
493,자장면이랑 짬뽕 다 좋은데 어쩌지.,자장면도 먹고 싶고 짬뽕도 먹고 싶어.,0
494,자전거  타고 여행하고 싶다.,자전거 타다 넘어졌어,1
495,자전거 데이트도 나름 묘미가 있음,심야 영화보고 데이트 했어,1
496,자주 못보면 멀어지겠지?,"롱디인데, 몸에서 멀어지면 맘에서도 멀어진데",0
497,자취 선물로 뭐 많이 사나,자취방 가는데 선물 뭐가 좋을까?,0
498,잔소리 하고 싶은데 싫어하겠지,자주 징징거리는 데도 귀여워,1
499,잘 다녀왔습니다,백만년만에 만난 친구랑 스테이크 먹었어,1
500,잘 살고 싶어,성공하면 좋겠다.,0
501,잘못된 만남이였을까?,눈물이 나네,1
502,잠수타고 연락 안돼,잠수이별인가봐,1
503,잠수타는거 너무 짜증나,아 좀 전화 좀 받으라고,1
504,재밌었겠네,함께 피맥 먹고 싶다.,1
505,재회 했는데 실패,세상일이 뜻대로 되지 않는 듯,1
506,재회해도 또 그럴 듯,다시 만나도 또 그렇겠지,0
507,저금해야 되는데,적금 조금이라도 부어야겠지,1
508,저녁 정말정말 맛있게 먹었어,저녁 맛있었어,0
509,저녁하기 귀찮다,짜장면 시킬까,1
510,적금 들고 나니까 돈 없어.,적금 들어야 되는데..,1
511,점 보러 갈까,점 볼까?,0
512,점심 먹으러 갈까,오늘 점심 추천,1
513,점심 먹으러 고고,이제 점심 먹어야지,0
514,점심 메뉴 추천,오늘 점심 뭐 먹을까,0
515,점점 기대하게 되네,기대돼,0
516,점점 끝이보였던 연애,나 너한테 다시 돌아가면 받아줄꺼야?? 라는 말.,1
517,정규직 입사 될까,정규직으로 취업할 수 있을까,0
518,정든다.,수다떨다 보니 정든다,0
519,정말 되고 싶은 사람이 없어,어른이 돼도 하고 싶은 게 없어,0
520,정말 아무것도 하기 싫은 마음이 들어요,계속 마음이 빈 것 같아,1
521,정말 좋았음!,날씨 좋다,0
522,제주도 가고 싶다.,제주도 놀러가고 싶다!,0
523,제주도 놀러 가고 싶다.,지리산 등반 하려고,1
524,조언 듣고 싶다.,인생에 정답이 있나?,1
525,졸다가 자다가 ,화장실!!,1
526,졸업식에 가야하나,졸업식에 안가면 안되나,0
527,졸업식이야,와우 드디어 졸업한다,0
528,좀 만 덜 게을렀으면,초조한데 잘 안되네,1
529,좀 일찍 회사에서 나왔어,조기 퇴근했어,0
530,좋다고 했는데 아직은 혼자가 더 좋다고 하네.,좋다고 했다고 퇴짜 맞았어,0
531,좋아하는 것과 사랑하는 것의 차이가 있나?,사랑인지 어떻게 아나요?,1
532,좋아하는게 이렇게 힘든건가,헤어졌는데 아직도 좋아,1
533,좋아하는지 확인하고 싶다,술 그만 먹으라고 잔소리 하고 싶어,1
534,좋은데 차갑게 대하게 돼,썸인데 자꾸 냉정하게 말해,0
535,주말에 알바 해야 할까,주말에 이틀동안 아르바이트 구해야 하나,0
536,주식 막 떨어지네.,주식 망 한강 가자.,0
537,주식 올랐어.,주식 덕분에 돈 좀 벌었어.,0
538,줄이 너무 길어,늦게 왔더니 줄 길다 일찍 올걸,0
539,중국어 좀 잘하고 싶은데 학원 다녀야 할까,중국어 학원이라도 다녀야 하나,0
540,중국으로 진출해볼까?,나 중국간다.,1
541,즐거운 추석 보내,즐거운 추석되세요,1
542,즐건 여행되길 바라고 있어,부산 가보고 싶다.,1
543,지각인데 변명도 못할거 같아,변명할 말도 없이 지각이네 속상해,0
544,지금 마냥 행복하다.,욜로!,0
545,지금 필요한 건 비난보다는 위로 아닐까,개념이 없는거지~,1
546,지리산 갔는데 봄이라 이뻤어,과제 아직 많이 남았는데 하기 싫어,1
547,직장 동료들이랑 술 마셨어,남자친구랑 술 마셨어,1
548,직장인 되니까 시간이 너무 없다.,주말에 뭐하고 놀까,1
549,직장인도 방학이 필요해,직장인도 방학이 있었으면 좋겠어,0
550,진심 킬링타임으로 좋다,너무 재밌어서 입벌리고 봤다,1
551,진짜 대단하다.,멋진 사람인지 알았지만 정말 대단하네,0
552,집 가는 중,집에 간다,0
553,집 나가서 혼자 살고 싶다.,자취하고 싶다,0
554,집들이 빈손으로 가?,집들이인데 그냥 빈손으로 가?,0
555,집들이 해야지!,집들이 초대해야겠다.,0
556,집안 일 하기 싫어,방 치우니까 좋다,1
557,집에 아무도 없네,중국어 혼자 공부 가능한가?,1
558,집에 아무도 없어,나 홀로 집에 보고 있어,1
559,집에서 에어콘 바람이나 쐬자,즐겁게 잘 다녀온 것 같다,1
560,집이 더러워,너무 지저분해,0
561,짝남 행동 헷갈려 나한테 호감이 있는 걸까?,짝남도 나 좋아하는지 궁금해,0
562,짝남도 나 좋아하는지 어떻게 알지,짝남이 좋다했던거 페북 태그해도 되나?,1
563,짝남이 모임 오면 좋겠다.,오늘 모임에 짝남이 나왔으면.,0
564,짝남이 연락왔어 어떡함.,나만 좋아하는 줄 알았는데 전화 왔어 어떻게 해,0
565,짝남이 오늘 야근이래. 문자 한 통 보낼까,짝남 있는데 실수했어. 챙피해,1
566,짝남이 있는데 어떻게 고백하지,호감가는 사람이 있는데 뭐라고 말 붙여 보지,0
567,짝남한테 내 감정 전할 방법이 없어,감정 소모 너무 심한 직업 같아 이직하고 싶다.,1
568,짝남한테 문자 왔는데 뭐라고 답하지,짝남이랑 어색해졌어 괜히 너무 나댔나,1
569,짝남한테 밥 먹자고 해볼까.,짝사랑 하는 사람한테 어떻게 연락하지?,1
570,짝남한테 시덥지 않은 걸로 선톡해도 될까?,짝남이랑 카톡하는데 거의 나만 물어봄.,1
571,짝사랑 하는 사람 보려고 일부러 갔어,짝사랑도 나에게는 힘든 건가,1
572,짝사랑 하는 여자가 있는데 말을 못하겠어,짝사랑 하는 여자 앞에서 아무 말도 못해,0
573,짝사랑 하는 여자가 헷갈리게 합니다.,짝사랑 하는 여자가 꿈에 나왔어,1
574,짝사랑 하는 여자한테 어떻게 말 걸지,짝사랑 하는 여자랑 편하게 이야기 시작하는 방법,0
575,짝사랑은 이제 그만할래.,그냥 혼자 설레발 치는 사랑은 그만 할래,0
576,짝사랑이었네요.,나만 좋아한 거였네.,0
577,찔리는데.,그렇게 말하니까 찔려,0
578,찜질방 가서 양머리하고 놀고 싶다.,찜질방가서 땀 빼고 계란먹고 싶다,0
579,차 렌트 해서 가야겠다.,렌터카 빌려서 돌아 다녀야겠다.,0
580,차가워,손발 시려,0
581,참 알차게 하루를 보냈다.,엄청 돌아다니니까 하루 다 갔어.,1
582,창업하면 어려워도 보람 있을거 같아,성과 내는거 보니까 부럽다,0
583,책상 정리할거야,싱크대 설걷이 너무 많아.,1
584,책장에 책이 쌓여 있어.,책장도 어지럽고 마음도 어지럽고.,0
585,처음 만난 사람한테 연락하는 게 어색해,첨 만났는데 연락하는 게 익숙하지가 않아,0
586,천사같은 여자친구가 유학갔어 ,썸타다 끝났어,1
587,천재였으면 좋겠다,쪼금만 더 똑똑해지면 좋겠다,0
588,첫만남장소 어디가 좋을까요 ,여자친구 있는지 어떻게 알아,1
589,첫사랑 그 긴이별,첫사랑이었는데 힘드네,1
590,첫사랑 생각나는데 연락 해볼까,요즘 첫사랑 생각나는데 문자 해볼까,0
591,첫사랑과 헤어졌습니다.,카카오톡 대화명,1
592,첫사랑을 다시 만났는데 똑 같더라,첫사랑을 다시 만났는데 변하지 않았더라,0
593,청소 하기 싫어,청소하기 너무 귀찮아,0
594,청첩장 고르고 왔는데 맘에 들어,오늘은 청첩장 고르고 왔어,0
595,청첩장 누구누구한테 주지?,청첩장 다 직접 챙겨 줘야 하나?,1
596,체험거리가 많아서 재미있어,현장 체험하러 왔는데 시간 가는 줄 모르겠어,0
597,체험활동 진행중,체험활동 하러 왔어,0
598,최고의 영화,올 해 최고의 영화는 무엇인가,1
